Date,Operator,Location,Fatalities,Aboard
1994-10-08,SELVA,"Mitu, Colombia",10,10
1994-10-12,Iran Asseman Airlines,"Krakas Mountains, near Natanz , Iran",66,66
1994-10-14,Military - Brazilian Air Force,"Near Formoso do Aragala, Brazil",21,21
1994-10-26,Military - Angolan Air Force,"Near Cuito, Angola",22,22
1994-10-29,Yakutavia,"Batagaj, Russia",7,19
1994-10-29,Aeronica,"Near Ust'-Ilimsk, Russia",23,23
1994-10-31,American Eagle,"Roselawn, Indiana",68,68
1994-11-01,Transportes Aereos Pegaso,"Off Cozumel, Mexico",14,14
1994-11-04,Trigana Air Service,"Near Nabire, Indonesia",4,4
1994-11-05,SA Amazonica,"Saposa, Peru",6,30
1994-11-16,Ameriflight,"Avenal, California",1,1
1994-11-22,Southwest Air,Papua New Guinea,7,7
1994-11-22,Trans World Airlines / Private,"Bridgeton, Missouri",2,142
1994-11-25,Military - Angolan Air Force,"Near Cuito, Angola",22,22
1994-12-10,Philippine Air Lines,PacifiOcean,1,293
1994-12-10,Air Taxi - Ryan Air Service,"Elim, Alaksa",5,5
1994-12-13,American Eagle,"Morrisville, North Carolina",15,20
1994-12-17,Servivensa,"Cerro Aicha, Venezuela",7,9
1994-12-17,Missionary Aviation Fellowship,"Papua, New Guinea",28,28
1994-12-21,Phoenix Aviation,"Coventry, England",5,5
1994-12-26,Air France,"Algiers Airport, Algeria",3,239
1994-12-29,Turkish Airlines (THY),"Near Van, Turkey",57,76
1995-01-05,Military - Iranian Air Force,"Isfahan, Iran",12,12
1995-01-10,Merpati Nusantara Airlines,"Off Flores Island, Inodnesia",14,14
1995-01-11,Intercontinental de Aviacion,"Cartagena, Colombia",51,52
1995-01-11,Empire Airlines,"Flagstaff, Arizona",1,1
1995-01-11,Canada Jet Charters,"Masset, British Columbia, Canada",5,5
1995-01-12,West Air,"Pleasanton, California",1,1
1995-01-14,Air Taxi - Coastal Airways Inc.,"Blyn, Washington",3,4
1995-01-14,Air Taxi - Wolfe Air Aviation Ltd.,"Los Angeles, CA",2,4
1995-01-17,Royal Nepal Airlines,"Kathmandu, Nepal",2,24
1995-01-20,Abakan Airlines,"Near Krasnoyarsk, Russia",3,19
1995-01-20,Leadair - Charter,"Le Bourget, France",10,10
1995-01-30,Transasia Airways,"Kuei Shan Hsiang, Taiwan",4,4
1995-02-13,Las Vegas Airlines,"Near Tusayan, Arizona",8,10
1995-02-16,ATI,"Kansas City, Missouri",3,3
1995-03-16,Aeroflot,"Ossora, Russia",9,10
1995-03-22,Union Flights,"Reno, Nevada",1,1
1995-03-29,Kiwi West Aviation,"Near Hamilton, New Zealand",6,6
1995-03-31,Transporturile Aeriene Romane (TAROM),"Near Balotesti, Romania",60,60
1995-04-17,Military - U.S. Air Force,"Near Alexander City, Alabama",8,8
1995-04-23,Bristow Helicopters,"Lagos, Nigeria",1,9
1995-04-27,IAI 1124 Westwind,"Alice Springs, Australia",3,3
1995-04-29,Military - Sri Lanka Air Force,"Near Palaly AFB, Sri Lanka",52,52
1995-05-01,Bearskin Airlines / Air Sandy,"Sioux Falls, Ontario, Canada",8,8
1995-05-03,American Jet,"Quito, Ecuador",7,7
1995-05-09,ADES Colombia,"Cerro San Jeronimo, Colombia",9,9
1995-05-13,Military - U.S. Air Force,"Near Boise, Idaho",6,6
1995-05-24,Knight Air,"Near Leeds, England",12,12
1995-05-25,LACOL,"Miraflores, Colombia",2,11
1995-05-29,Senegalair,"Off Mbour, Senegal",6,10
1995-06-08,ValuJet,"Atlanta, Georgia",0,62
1995-06-09,Ansett New Zealand,"Near Palmerston North, New Zealand",5,21
1995-06-14,Volga Air,"Volgograd, Russia",12,12
1995-06-16,Aeroflot,"Herputchi, Russia",13,14
1995-06-17,Military - Angolan Air Force,"Near Cuvela, Angola",48,48
1995-06-24,Harka Air Services,"Lagos, Nigeria",16,80
1995-06-27,Salair,"La Romana, Dominican Republic",2,2
1995-06-30,Air Taxi - Island Air Service,"Kodiak, Alaska",4,4
1995-07-01,Garamut Aviation,"Kiunga, Papua New Guinea",3,3
1995-07-07,Air Taxi - Lab Flying Service Inc.,"Haines, Alaska",6,6
1995-07-12,Milne Bay Air,"Gumey, Papua New Guinea",15,15
1995-07-17,Merpati Nusantara Airlines,"Bintuni,  Indonesia",1,18
1995-07-18,Military - Madagascar Air Force,"Near Antananivo, Madagascar",34,34
1995-07-25,Transniugini Airways,"Near Karamui, Papua New Guinea",2,2
1995-08-02,Aero Air,"Johannesburg, South Africa",3,3
1995-08-09,Aviateca,"Mt. Chichontepec, San Vincente, El Salvador",65,65
1995-08-09,Bourag Indonesia Airlines,"Near Kaimana, Indonesia",10,10
1995-08-14,AIRES Colombia,"Nevada del Huila, Colombia",10,10
1995-08-21,AtlantiSoutheast Airlines,"Near Carrollton, GA",10,29
1995-09-01,North Star Air Cargo,"Near Farewell, Alaska",1,1
1995-09-02,Military - Royal Air Force,"Toronto, Ontario, Canada",7,7
1995-09-02,Adventure Airlines,"Beaver Dam, Arizona",8,8
1995-09-09,SAETA,"Near La Macarena, Colombia",21,22
1995-09-11,Ariana Afghan Airlines,"Jalalabad, Afghanistan",3,51
1995-09-12,Military - Sri Lanka Air Force,"Off Colombo, Sri Lanka",81,81
1995-09-13,Bimini Air Charter Inc.,"Marsh Harbour, Bahamas",5,9
1995-09-15,Malaysia Airlines,"Tawau,  Malaysia",34,53
1995-09-16,Tamair,"Tamworth, Australia",2,3
1995-09-21,MIAT - Mongolian Airlines,"Near Moron, Mongolia",42,43
1995-09-22,Military - U.S. Air Force,"Anchorage, Alaska",24,24
1995-09-24,Norilsk Flight Company,"Sterligov Cape, Russia",15,15
1995-09-27,Western Straits Air,"Campbell River, British Columbia, Canada",8,10
1995-10-03,Sabang Merauke Raya Air Charter,"Gunung Antara, Indonesia",1,14
1995-10-04,Kirghizia Aba Zaoldoru,"Barskoon, Kirghizia",15,15
1995-10-10,Air Taxi - Durango Air Service,"Bayfield, Colorado",3,3
1995-10-22,Islands Nationair,"Papua, New Guinea",13,13
1995-10-31,TACSA,"Near Piedras Negras, Mexico",9,11
1995-11-09,Military - Argentine Air Force,"Near Luyaba, Argentina",53,53
1995-11-13,Nigeria Airways,"Kaduna, Nigeria",9,137
1995-11-22,Military - Sri Lanka Air Force,"Off Jaffna Peninsula , Sri Lanka",63,63
1995-11-29,Sabah Air,"Off Labuan, Malaysia",10,10
1995-11-30,Azerbaijan Airlines,"Baku, Azerbaijan",2,6
1995-12-03,Cameroon Airlines,"Near Douala, Cameroon",72,78
1995-12-05,Azerbaijani Airlines,"Near Nakhichevan, Azerbaijan, Russia",54,82
1995-12-07,Far East Aviation,"Near Grossevichi, Russia",98,98
1995-12-08,Air St. Martin,"Near Belle Anse, Haiti",20,20
1995-12-13,Romanian Banat Air,"Verona  - Villafranca, Italy",49,49
1995-12-18,Trans Service Airlift,"Kahengula, Angola",141,144
1995-12-20,American Airlines,"Near Buga, Valle del Cauca, Colombia",160,164
1995-12-22,Island Airways,"Bagasin, Papua New Guinea",2,12
1996-03-12,Akhal Air,"Karabogazgol Bay, Turkmenistan",12,12
1996-01-08,African Air,"Kinshasa, Zaire",2,6
1996-01-08,Mustique Airways,"Off Bridgetown, Barbados",1,10
1996-01-18,Military - Nigerian Air Force,"Near Kano, Nigeria",14,14
1996-01-22,Military - Sri Lanka Air Force,"Off Point Pedro, Sri Lanka",39,39
1996-01-29,Soundsair,"Near Blenheim, New Zealand",5,6
1996-02-04,Lineas Aereas del Caribe,"Asuncion, Paraguay",4,4
1996-02-05,Business Air Connection,"St. Johns, Arizona",4,4
1996-02-06,"Alas Nacionales, leased from Birgen Air","Off Puerto Plata, Domincan Republic",189,189
1996-02-06,Aérotaxi Cachanilla,"Near Ensenada, Mexico",8,8
1996-02-11,Military - Taliban Militia,"Near Kandahar, Afghanistan",20,20
1996-02-12,Hati Express,"Port-au-Prince, Hati",11,15
1996-02-16,AVCOM,"El Zapotal, Guatemala",2,2
1996-02-19,Private Wings,"Salzburg, Austria",10,10
1996-02-26,Military - Sudanese Air Force,"Near Jabal Awliya, Sudan",91,91
1996-02-27,Aero Tropical,"Near Lukapa, Angola",8,8
1996-02-29,Compania de Aviacion Faucett SA (Peru),"Arequipa, Peru",123,123
1996-03-02,Madrid Taxi Aéreo - Charter,"Sao Paulo, Brazil",9,9
1996-03-09,Military - Peruvian Army Aviation,"Near Mesones Muro, Peru",23,23
1996-03-13,Avia Air Aruba,"Near Punto Fijo, Venezuela",8,8
1996-03-17,Key West Sea Plane Service - Air Taxi,"Key West, Florida",5,5
1996-04-03,Military - U.S. Air Force,"Near Dubrovnik, Croatia",35,35
1996-04-05,Krasnoyarskie Avialinii,"Near Petropavlovsk, Russia",20,20
1996-04-05,Formosa Airlines,"Off Matsu Island, Taiwan",6,17
1996-04-11,Private,"Cheyenne, Wyoming",3,3
1996-05-03,Federal Airlines,"Near Haj Yousif, Sudan",53,53
1996-05-09,Buffalo Narrows Airways,"Near Terrace, British Columbia, Canada",2,2
1996-05-10,Aeroservicios Empresariales de Durango,"Otaez, Mexico",16,19
1996-05-11,Milne Bay Air,"Oumba, Papua New Guinea",1,10
1996-05-11,ValuJet,"Everglades, Miami, Florida",110,110
1996-05-19,Loganair,"Griesta, United Kingdom",3,3
1996-06-06,Hoseba,"Kinshasa, DemocratiRepubliCongo",10,10
1996-06-09,Iran Air,"Rasht, Iran",7,7
1996-06-12,Military - Australian Army Aviation,"Near Rollingstone, Queensland  Australia",18,28
1996-06-13,Garuda Indonesia Airlines,"Fukuoka, Japan",3,275
1996-06-21,China Flying Dragon Aviation (Feilong Airlines),"Shanghai, China",2,12
1996-07-06,Delta Air Lines,"Pensacola, Florida",2,142
1996-07-09,Milne Bay Air,"Papua, New Guinea",20,20
1996-07-11,Archana Airlines,"Near Kanda, India",9,9
1996-07-15,Military - Belgian Air Force,"Near Eindhoven, The Netherlands",34,41
1996-07-17,Trans World Airlines,"Off East Moriches, New York",230,230
1996-07-17,Aerolatino (Aerocaribe),"Near Playa del Carmen, Mexico",1,18
1996-07-20,Northern Air Cargo,"Russian Mission, Alaska",4,4
1996-07-24,Myanmar Airways,"Near Mergui, Manmar",8,49
1996-08-12,First Air,"Markham Bay, Canada",2,2
1996-08-14,Air North,"Near Bronson Creek, British Columbia, Canada",1,3
1996-08-17,Military - U.S. Air Force,"Near Jackson Hole, Wyoming",9,9
1996-08-18,Harbour Air,"Near Alliford Bay, British Columbia, Canada2",3,3
1996-08-19,Spair Air Transport,"Belgrade, Yugosalvia",12,12
1996-08-29,Vnokovo Airlines,"Spitsbergen, Norway",141,141
1996-09-13,Helisul Taxi Aéreo,"Joinville, Brazil",2,2
1996-09-23,Air Taxi - Stearns Air Alaska,"Anchorage, Alaska",3,5
1996-09-25,Dutch Dakota Association,"Waddenzee, Netherlands",32,32
1996-10-02,Aeroperu,"Off Pasamayo, Peru",70,70
1996-10-03,Malu Aviation,"Kahemba, Congo",6,21
1996-10-06,Savanair,"Lukapa, Angola",6,19
1996-10-08,Aeroflot,"San Francesco al Campo, Italy",2,23
1996-10-13,Air Taxi - Seaside Air Service,"Ketchikan, Alaska",3,3
1996-10-20,Telford Aviation,"Eel River Crossing, New Brunswick, Canada",8,8
1996-10-22,Million Air,"Manta, Ecuador",4,4
1996-10-26,Tyumen Aviatrans,"Khanty, Russia",5,34
1996-10-31,TAM (Brazil),"Sao Paolo, Brazil",95,95
1996-11-01,Transported Areos Profesionales - TAPSA,"Near Tikal, Guatemala",16,16
1996-11-07,Jetcom S.A.,"Aubusson, France",8,8
1997-03-12,ALADA,"Lucapa, Angola",16,16
1996-11-07,Aviation Development Corporation,"Lagos, Nigeria",143,143
1996-11-12,Saudi Arabian Airlines / Kazastan Airlines,"Near Charkhidadri, India",349,349
1996-11-13,Kismayo Airlines,"Ngong, Kenya",8,8
1996-11-14,Komi Avia,"Bolchaïa Pyssa, Russia",14,15
1996-11-19,United Express  / Private,"Quincy, Illinois",14,14
1996-11-22,Military - U.S. Air Force,"Off Cape Mendocino, CA",10,11
1996-11-23,Ethiopian Airlines,"Off Moroni, Comoros",127,175
1996-11-26,ArctiTransportation Services,"Bethel, Arkansas",1,1
1996-11-27,Military - Russian Air Force,"Abakan, Siberia, Russia",23,23
1996-11-30,ACES Colombia,"Medellin, Colombia",14,15
1996-12-07,Dirgantara Air Services,"Banjarmasin, Indonesia",16,17
1996-12-09,Emery Worldwide,"Boise, Idaho",2,2
1996-12-17,Military - Russian Air Force,"Tver, Russia",18,18
1996-12-21,SELVA,"Rio Negro, Colombia",4,4
1996-12-22,Airborne Express,"Narrows, Virginia",6,6
1996-12-24,Military - Indian Air Force,"Near Nellore, India",22,22
1996-12-24,Aircraft Charter Group Inc,"Dorchester, New Hampshire",2,2
1997-01-02,Tar Heel Aviation,"Edenton, North Carolina",2,2
1997-01-07,Polynesian Airlines,"Near Moamoa, Samoa",3,5
1997-01-09,Comair,"Near Monroe, Michigan",29,29
1997-01-29,Southcentral Air,"Sparrevohn, Arkansas",1,2
1997-01-31,Skypower Express Airways,"Yola, Nigeria",5,16
1997-02-01,Air Senegal,"Tambacoumba, Senegal",25,52
1997-02-02,Force Area Populaire de Angola,"Near Quiangala, Angola",37,37
1997-02-04,Military - Israel Air Force /Military -  Israel Air Force,Northern Israel,73,73
1997-02-14,Varig,"Carajas, Brazil",1,52
1997-02-19,Transpolar,"Guatemala City, Guatemala",5,5
1997-03-04,Air Georgian,"Lake Simcoe, Ontario, Canada",1,1
1997-03-07,Air Pereira,"Medellin, Colombia",4,4
1997-03-13,Military - Iranian Air Force,"Near Mashhad, Iran",88,88
1997-03-18,Stavropol Airlines,"Cherkessk, Russia",50,50
1997-04-01,Military - U.S. Air Force,"Tegucigalpa, Honduras",3,10
1997-04-04,Custom Air Service,"Griffin, Georgia",2,2
1997-04-10,Hageland Aviation Services,"Near Wainwright, Alaska",5,5
1997-04-14,TAAG Angola Airlines,"Brazzaville, DemocratiRepubliCongo",3,7
1997-04-15,Azerbaijan Airlines,"Gyandzha, Azerbaijan",6,6
1997-04-16,Military - Niger Air Force,"Near Sorei, Niger",14,14
1997-04-19,Merpati Nusantara Airlines,"Tanjung Pandan, Indonesia",15,53
1997-04-23,Military - Afghan Republican Air Force,"Near Konduz, Afghanistan",36,36
1997-05-08,China Southern Airlines,"Huangtian, China",35,74
1997-06-06,Bazair,"Near Irumu, Congo",27,27
1997-06-10,MIAT - Mongolian Airlines,"Mandalgobi, Mongolia",7,12
1997-07-03,Elbee Airlines,"Madh Island, India",2,2
1997-07-05,Air Taxi,"Skwentna, Alaska",4,5
1997-07-06,Military - Colombian Army,"Near Saravena, Colombia",25,29
1997-07-09,TAM (Brazil),"Suzano, Brazil",1,60
1997-07-11,Cubana de Aviacion,"Off Santiago de Cuba, Cuba",44,44
1997-07-12,Haines Airways - Air Taxi,"Skagway, Alaska",4,6
1997-07-17,Sempati Air,"Bandung, Indonesia",30,50
1997-07-18,Goroka Air Services,"Goroka,  New Guinea",2,4
1997-07-21,Singapore Airlines,"Near Ranong, Thailand",2,2
1997-07-29,ADC Airlines,"Calabar , Nigeria",1,55
1997-07-30,Air Littoral,"Florence, Italy",1,17
1997-08-06,Korean Airlines,"Agana, Guam",229,254
1997-08-07,Fine Air,"Miami, Florida",4,4
1997-08-10,Formosa Airlines,"Matsu Island, Taiwan",16,16
1997-08-10,Private,"100 miles SW of Kuujjuaq, Quebec, Canada",2,2
1997-08-14,Air taxi,"Tindal, NT, Australia",5,5
1997-08-15,Air taxi - TAM,"Criciúma, Brazil",2,2
1997-08-29,SATENA,"Puerto Inirida, Venezuela",12,12
1997-09-03,Vietnam Airlines,"Phnom Penh, Cambodia",65,66
1997-09-06,Borneo Airways,"Near Miri, Malaysia",10,10
1997-09-12,TMK Air Commuter,"Near Uvira, Zaire",22,22
1997-09-13,Military - Luftwaffe / Military - USAF,"Off Namibia, Africa",33,33
1997-09-26,Garuda Indonesia Airlines,"Buah Nabar, Indonesia",234,234
1997-10-08,SceniAirlines,"Near Montrose, Colorado",9,9
1997-10-09,Naysa Aerotaxis,"Banjul, Gambia",8,9
1997-10-10,Austral Lineas Aeras (Argentina),"Nuevo Berlin, Uruguay",74,74
1997-10-10,Military - Republiof China Air Force,"Taipei, Taiwan",5,5
1997-10-12,Private,"Monterey Bay, near PacifiGrove, California",1,1
1997-10-29,Ariana Afghan Airlines,"Jalal-Abad, Afghanistan",2,26
1997-10-30,,"Near La Roche, Alberta, Canada",3,6
1997-11-08,Hageland Aviation Services,"Near Barrow, Alaska",8,8
1997-12-05,Military - Russian Air Force,"Irkutsk-2, Russia",23,23
1997-12-09,Sowind Air,"Little Grand Rapids, Canada",4,17
1997-12-13,STAP,"La Veriente, Bolivia",10,19
1997-12-16,Tajikistan Airlines,"Sharjah, United Arab Emirates",85,86
1997-12-16,Terry Air Inc.,"Near Mackenzie, British Colombia, Canada",3,3
1997-12-17,Aerosweet Airlines (LVOV),"Fotina, Greece",70,70
1997-12-19,SilkAir,"Near Palembang, Indonesia",104,104
1997-12-20,Military - Greek Air Force,"Tanagra, Greece",5,5
1997-12-27,Renan Airways,"AtlantiOcean, off Angola",5,5
1997-12-28,United Air Lines,Over the PacifiOcean,1,393
1997-12-31,Parsa,"Rio Sidra, Panama",10,10
1998-01-09,Mountain Air Cargo,"Maiden, North Carolina",1,1
1998-01-13,Ariana Afghan Airlines,"Tor Kach, Pakistan",51,51
1998-01-13,Aeroservice International,"Brno, Czech Republic",2,2
1998-01-27,Myanmar Airways,"Yangon (Rangoon), Myanmar",16,45
1998-02-02,Cebu PacifiAir,"Pagalungan, Philippines",104,104
1998-02-03,Military - U.S. Marine Corps,"Near Cavalese, Trento, Italy",0,2
1998-02-04,Air Luxor,"Terceira, Portugal",7,7
1998-02-05,Military - Spanish Air Force,"Near Navafria, Spain",5,5
1998-02-12,Military - Sudan Air Force,"Near Nasir, Sudan",27,57
1998-02-16,China Airlines (Taiwan),"Taipei, Taiwan",196,196
1998-03-05,Baron Aviation,"Near Clarksville, Tennesee",1,1
1998-03-07,Corporate Air,"Bismark, North Dakota",1,1
1998-03-10,Air Memphis,"Mombasa, Kenya",6,6
1998-03-18,Formosa Airlines,"Off Hsinchu, Taiwan",13,13
1998-03-19,Ariana Afghan Airlines,"Near Charasyab, Afghanistan",45,45
1998-03-22,Philippine Air Lines,"Bacolod, Philippines",0,127
1998-03-28,Fuerza Aérea del Peru,"Piura, Peru",22,55
1998-03-31,Linea Aérea Mexicana de Carga,"Near Mexico City, Mexico",2,4
1998-04-20,Air France,"Near Bogota, Colombia",53,53
1998-05-05,Fuerza Aérea del Peru,"Andoas, Peru",75,88
1998-05-12,Military - Mauritanian Air Force,"Near Nema, Mauritania",39,42
1998-05-25,Military - Lao People's Liberation Army Air Force,"Near Longtiang, Laos",26,26
1998-05-25,Air Taxi - US Helicopters Inc.,"Indian Trail, North Carolina",5,5
1998-05-26,MIAT - Mongolian Airlines,"Near Erdenet, Mongolia",28,28
1998-06-18,Propair,"Montreal, Canada",11,11
1998-06-25,Air Taxi - Ohana Helicopter Tours,"Mt. Waialeale, Hawaii",6,6
1998-07-13,ATI Aircompany,"Off Rasal, United Arab Emirates",8,8
1998-07-16,Alas del Sur,"Córdoba, Argentina",3,3
1998-07-17,Ukraine Aviation Transport Company,"Asmara, Eritrea",10,10
1998-07-23,Military - Mexican Air Force,"Pico de Orizaba, Mexico",4,4
1998-07-27,Plane Sailing,"Southhampton, England",4,18
1998-07-28,Swifair,"Barcelona, Spain",2,2
1998-07-29,Selva Taxi Aero,"Manacapuru River, Brazil",5,24
1998-07-30,Alliance Airlines,"Kochi, India",6,6
1999-02-25,Minerva Airlines,"Genoa, Italy",4,31
1998-07-30,Proteus Air / Private,"Near Quiberon, France",15,15
1998-08-04,Harbour Air Seaplanes Ltd.,"Kincolith, British Columbia, Canada",5,5
1998-08-11,Alada,"Saurimo, Angola",1,13
1998-08-19,Vincent Aviation,"Foveaux Strait, New Zealand",5,10
1998-08-21,Lumbini Airways,"Near Ghorepani, Nepal",18,18
1998-08-23,Air Anguilla,"Roseau, Dominica",11,11
1998-08-24,Speed Service Couriers,"Pretoria, South Africa",1,2
1998-08-24,Myanmar Airways,"Manibagi, Myanmar",44,44
1998-08-29,Cubana de Aviacion,"Quito, Ecuador",70,91
1998-09-02,Permaviatrans,Angola,24,24
1998-09-02,Swissair,"Off Peggy's Cove, Nova Scotia, Canada",229,229
1998-09-09,Rusts Flying Service Inc.,"Port Alsworth, Alaska",5,5
1998-09-10,Military - Pakistan Air Force,"Islamabad, Pakistan",5,5
1999-07-01,Savanair,"Luzamba, Angola",1,5
2001-01-08,Military - Tentara Nasional Indonesia Navy,"Near Silimo, Indonesia",9,9
1998-09-14,Air taxi - Air Safaris Inc.,"Mount Cook, New Zealand",3,3
1998-09-25,Paukn Air,"Near Nador, Morroco",38,38
1998-09-28,Cabo Verde Airlines,"Praia, Cape Verde",1,22
1998-09-29,Lionair,"Off Mannar, Sri Lanka",55,55
1998-10-02,Servivensa,"Near Canaima, Venezuela",1,27
1998-10-10,Congo Airline,"Near Kindu, Congo",41,41
1998-10-21,Ararat Avia,"Yerevan, Armenia",0,37
1998-10-21,Capital Taxi Aereo,"Fortaleza, Brazil",3,3
1998-10-25,TanaMana Aviation,"Rwenzori mountains, Uganda",4,11
1998-11-01,Living Water Teaching Ministries Charter,"Near Quetzaltenango, Guatemala",11,18
1998-11-11,Sakha Airlines,"Near Krasnoyarsk, Russia",13,13
1998-11-17,Paradise Air,"Koror, Nepal",9,9
1998-11-21,Private,"Edgewater, Maryland",1,1
1998-11-23,Regency Express Air,"Victoria, British Columbia",2,2
1998-11-27,,"King Island, Tasmania",4,6
1998-12-02,Yates Aviation,"Umpire, Arkansas",1,1
1998-12-07,Air Satellite,"Baie-Comeau, Canada",7,10
1999-07-02,Myanmar Airways,"Sittwe, Myanmar",8,8
1998-12-11,Thai Airways,"Near Surat Thani, Thailand",102,146
1998-12-14,Khors Aircompany,"Near Cuito, Angola",11,11
1998-12-17,Zanex,"Saurimo, Angola",1,10
1998-12-22,SELVA,"Medellín, Colombia",5,5
1998-12-26,Transafrik,"Vila Nova, Angola",14,14
1999-01-02,Transafrik - United Nations Charter,"Near Huambo, Angola",9,9
1999-01-12,Channel Express,"Guernsey, Channel Islands, England",2,2
1999-01-13,Military - German Air National Guard,"Geilenkirchen, Germany",4,4
1999-01-13,Kelowna Flightcraft Air Charter,"Mayne Island, British Columbia, Canada",2,2
1999-01-16,Uzu Air,"Coconut Island, QLD, Australia",3,4
1999-01-17,Necon Air,"Jumla, Nepal",4,12
1999-01-21,Fuerza Aérea Nicaragua,"Bluefields, Nicaragua",28,28
1999-02-02,Savannair,"Luanda, Angola",14,14
1999-02-03,Airlink,"Hoskins, Papua New Guinea",11,11
1999-02-08,Air Karibu,"Kinshasa,  DemocratiRepubliCongo",7,7
1999-02-12,Ameriflight,"Near Bishop, California",1,1
1999-02-24,China Southwest Airlines,"Rui'an, China",61,61
1999-03-07,Military - Indian Air Force,"New Delhi, India",19,19
1999-03-18,ALIANSA Colombia,"Near Tame, Colombia",8,8
1999-03-19,Provincial Airlines,"Davis Inlet, Newfoundland, Canada",1,2
1999-04-07,Manacá Táxi Aéreo,"Ribeirao Preto, Brazil",5,5
1999-04-07,Turkish Airlines (THY),"Near Ceyhan, Turkey",6,6
1999-04-08,Aerotaca,"Near Malaga, Colombia",5,5
1999-04-15,Korean Air,"Shanghi, China",3,3
1999-05-08,Vanair,"Off Port Vila, Vanuatu",7,12
1999-05-24,Military - Malaysian Air Force,"Kunching, Malaysia",5,5
1999-05-29,Malindi Air Services,"Ol Kiombo, Kenya",2,2
1999-06-01,American Airlines,"Little Rock, Arkansas",11,145
1999-06-03,Military - Sudan Air Force,"Near Khartoum, Sudan",50,50
1999-06-09,PacifiAirways,"Coron, Philippines",1,1
1999-06-09,Air Taxi - Coastal Helicopters Inc.,"Juneau, Alaska",7,7
1999-06-17,Airlink,"Goroka, Papua New Guinea",17,17
